"","age.resp","books.per.year"
"5361",50,20
"5362",56,20
"5363",66,30
"5364",51,25
"5365",70,250
"5366",62,50
"5367",66,25
"5368",43,26
"5369",50,50
"5370",70,30
"5371",33,10
"5372",45,10
"5373",79,4
"5374",20,30
"5375",34,110
"5376",48,50
"5377",25,5
"5378",66,45
"5379",43,8
"5380",54,40
"5381",57,15
"5382",28,25
"5383",52,15
"5384",59,12
"5385",65,30
"5386",29,6
"5387",41,20
"5388",55,80
"5389",24,20
"5390",55,50
"5391",37,50
"5392",48,15
"5393",60,15
"5394",23,10
"5395",60,8
"5396",76,24
"5397",41,15
"5398",45,30
"5399",55,10
"5400",53,24
"5401",26,30
"5402",36,40
"5403",53,50
"5404",30,20
"5405",64,40
"5406",68,10
"5407",73,18
"5408",71,60
"5409",69,52
"5410",60,60
"5411",63,7
"5412",50,80
"5413",57,55
"5414",63,30
"5415",60,6
"5416",63,20
"5417",41,5
"5418",64,20
"5419",75,25
"5420",66,25
"5421",65,60
"5422",45,10
"5423",59,10
"5424",63,25
"5425",55,125
"5426",42,20
"5427",66,20
"5428",80,45
"5429",46,45
"5430",59,10
"5431",70,24
"5432",68,25
"5433",40,30
"5434",61,5
"5435",63,200
"5436",44,20
"5437",70,8
"5438",48,40
"5439",52,40
"5440",51,60
"5441",61,25
"5442",57,10
"5443",63,35
"5444",46,25
"5445",62,80
"5446",60,40
"5447",18,100
"5448",94,5
"5449",67,30
"5450",68,70
"5451",60,100
"5452",51,60
"5453",52,150
"5454",35,25
"5455",38,40
"5456",62,10
"5457",30,110
"5458",64,50
"5459",63,150
"5460",44,50
"5461",49,8
"5462",67,25
"5463",55,120
"5464",76,30
"5465",55,20
"5466",51,24
"5467",64,10
"5468",57,20
"5469",44,52
"5470",59,65
"5471",59,40
"5472",63,20
"5473",70,25
"5474",63,40
"5475",48,20
"5476",60,30
"5477",30,75
"5478",30,60
"5479",55,30
"5480",71,15
"5481",52,25
"5482",40,30
"5483",65,12
"5484",60,30
"5485",27,6
"5486",47,15
"5487",56,24
"5488",50,25
"5489",23,4
"5490",69,60
"5491",47,150
"5492",59,30
"5493",22,7
"5494",31,45
"5495",59,20
"5496",64,20
"5497",27,40
"5498",79,100
"5499",77,20
"5500",41,80
"5501",68,12
"5502",68,10
"5503",62,8
"5504",34,20
"5505",56,25
"5506",59,30
"5507",50,24
"5508",55,20
"5509",49,8
"5510",66,50
"5511",40,20
"5512",53,14
"5513",67,200
"5514",32,25
"5515",59,250
"5516",60,52
"5517",66,10
"5518",25,30
"5519",55,70
"5520",58,40
"5521",67,4
"5522",53,60
"5523",58,100
"5524",58,5
"5525",69,20
"5526",32,20
"5527",54,50
"5528",66,25
"5529",56,25
"5530",57,30
"5531",50,50
"5532",61,75
"5533",63,50
"5534",53,15
"5535",55,45
"5536",45,10
"5537",40,150
"5538",61,5
"5539",67,10
"5540",49,20
"5541",44,50
"5542",51,30
"5543",62,40
"5544",59,30
"5545",35,2
"5546",37,25
"5547",40,20
"5548",61,101
"5549",62,80
"5550",70,100
"5551",59,44
"5552",41,15
"5553",65,35
"5554",55,50
"5555",47,35
"5556",50,100
"5557",62,15
"5558",52,18
"5559",54,16
"5560",58,100
"5561",59,65
"5562",50,50
"5563",66,100
"5564",39,45
"5565",61,50
"5566",37,12
"5567",70,25
"5568",43,24
"5569",52,200
"5570",51,150
"5571",35,50
"5572",58,30
"5573",40,20
"5574",64,20
"5575",28,10
"5576",55,35
"5577",42,15
"5578",55,15
"5579",21,10
"5580",39,45
"5581",43,25
"5582",40,10
"5583",58,4
"5584",56,30
"5585",29,30
"5586",37,35
"5587",51,30
"5588",67,50
"5589",40,30
"5590",66,50
"5591",30,300
"5592",52,20
"5593",52,9
"5594",45,26
"5595",32,20
"5596",53,15
"5597",71,20
"5598",31,50
"5599",65,10
"5600",56,56
"5601",66,2
"5602",54,12
"5603",56,150
"5604",69,125
"5605",66,100
"5606",36,15
"5607",55,24
"5608",58,4
"5609",67,15
"5610",52,4
"5611",75,52
"5612",39,7
"5613",63,4
"5614",64,50
"5615",44,50
"5616",67,40
"5617",36,24
"5618",50,15
"5619",59,100
"5620",41,50
"5621",18,86
"5622",58,20
"5623",57,20
"5624",33,20
"5625",34,20
"5626",59,40
"5627",55,10
"5628",60,50
"5629",20,30
"5630",67,15
"5631",25,70
"5632",60,25
"5633",71,35
"5634",67,12
"5635",54,75
"5636",67,30
"5637",56,75
"5638",64,52
"5639",43,15
"5640",67,15
"5641",46,8
"5642",59,50
"5643",59,5
"5644",60,40
"5645",68,35
"5646",53,25
"5647",64,25
"5648",62,18
"5649",66,50
"5650",56,35
"5651",54,6
"5652",67,15
"5653",37,60
"5654",48,50
"5655",54,14
"5656",58,12
"5657",43,12
"5658",61,45
"5659",45,12
"5660",52,8
"5661",64,120
"5662",53,40
"5663",40,45
"5664",52,6
"5665",57,15
"5666",25,15
"5667",66,35
"5668",60,40
"5669",44,20
"5670",40,150
"5671",55,10
"5672",27,40
"5673",70,40
"5674",42,24
"5675",66,20
"5676",65,10
"5677",18,60
"5678",44,30
"5679",67,60
"5680",65,20
"5681",57,45
"5682",78,80
"5683",59,45
"5684",60,30
"5685",30,40
"5686",46,12
"5687",20,30
"5688",41,10
"5689",60,12
"5690",58,3
"5691",59,20
"5692",31,36
"5693",57,5
"5694",62,90
"5695",36,40
"5696",65,40
"5697",47,30
"5698",75,30
"5699",64,10
"5700",31,40
"5701",66,12
"5702",42,8
"5703",53,10
"5704",42,40
"5705",63,30
"5706",57,30
"5707",62,15
"5708",59,160
"5709",64,20
"5710",55,60
"5711",36,75
"5712",47,6
"5713",53,50
"5714",44,10
"5715",56,20
"5716",56,15
"5717",32,45
"5718",85,40
"5719",51,60
"5720",63,65
"5721",66,15
"5722",69,100
"5723",66,40
"5724",54,30
"5725",44,55
"5726",51,10
"5727",61,40
"5728",55,65
"5729",32,70
"5730",26,10
"5731",48,40
"5732",43,50
"5733",57,15
"5734",49,50
"5735",77,30
"5736",55,15
"5737",59,25
"5738",62,8
"5739",44,65
"5740",55,50
"5741",49,15
"5742",64,100
"5743",59,40
"5744",24,22
"5745",63,40
"5746",59,12
"5747",69,16
"5748",50,24
"5749",27,10
"5750",24,24
"5751",63,20
"5752",46,50
"5753",42,30
"5754",72,48
"5755",21,40
"5756",32,100
"5757",71,20
"5758",51,40
"5759",68,200
"5760",27,30
"5761",48,100
"5762",43,20
"5763",66,25
"5764",57,10
"5765",24,30
"5766",28,30
"5767",42,6
"5768",67,25
"5769",60,10
"5770",57,25
"5771",76,5
"5772",67,20
"5773",74,15
"5774",29,12
"5775",54,50
"5776",17,25
"5777",28,25
"5778",60,30
"5779",83,10
"5780",33,50
"5781",55,8
"5782",67,75
"5783",54,30
"5784",51,6
"5785",62,25
"5786",36,20
"5787",31,36
"5788",52,10
"5789",55,100
"5790",62,40
"5791",67,30
"5792",49,12
"5793",83,50
"5794",66,20
"5795",66,50
"5796",57,12
"5797",50,40
"5798",66,25
"5799",66,20
"5800",58,45
"5801",79,300
"5802",62,12
"5803",46,35
"5804",63,24
"5805",23,25
"5806",59,170
"5807",41,15
"5808",51,20
"5809",64,35
"5810",63,120
"5811",52,30
"5812",66,60
"5813",40,100
"5814",56,15
"5815",60,15
"5816",66,24
"5817",60,6
"5818",41,10
"5819",37,15
"5820",61,60
"5821",61,20
"5822",87,5
"5823",47,12
"5824",45,40
"5825",60,24
"5826",16,15
"5827",53,35
"5828",46,20
"5829",69,12
"5830",52,35
"5831",68,35
"5832",54,50
"5833",40,80
"5834",55,50
"5835",51,50
"5836",83,2
"5837",55,50
"5838",31,35
"5839",62,15
"5840",52,25
"5841",41,40
"5842",31,30
"5843",55,80
"5844",62,30
"5845",35,60
"5846",63,30
"5847",53,150
"5848",71,25
"5849",62,25
"5850",52,10
"5851",34,10
"5852",53,20
"5853",73,60
"5854",61,25
"5855",50,52
"5856",62,60
"5857",62,20
"5858",37,12
"5859",65,20
"5860",87,15
"5861",33,20
"5862",51,20
"5863",57,10
"5864",64,12
"5865",36,10
"5866",43,50
"5867",38,4
"5868",51,50
"5869",30,75
"5870",21,20
"5871",66,25
"5872",51,25
"5873",25,5
"5874",38,45
"5875",54,30
"5876",64,3
"5877",59,15
"5878",54,30
"5879",63,20
"5880",61,8
"5881",54,30
"5882",20,30
"5883",70,20
"5884",74,75
"5885",56,30
"5886",53,10
"5887",70,20
"5888",28,200
"5889",56,4
"5890",63,15
"5891",50,15
"5892",61,125
"5893",22,5
"5894",17,20
"5895",61,66
"5896",56,12
"5897",27,60
"5898",26,20
"5899",49,6
"5900",16,50
"5901",22,15
"5902",39,50
"5903",62,12
"5904",60,30
"5905",61,24
"5906",76,60
"5907",25,20
"5908",57,75
"5909",21,25
"5910",73,100
"5911",35,20
"5912",65,50
"5913",47,30
"5914",73,50
"5915",77,15
"5916",62,20
"5917",52,20
"5918",53,40
"5919",65,50
"5920",64,75
"5921",33,80
"5922",40,150
"5923",66,10
"5924",60,20
"5925",52,100
"5926",64,15
"5927",22,15
"5928",70,24
"5929",27,30
"5930",83,50
"5931",66,40
"5932",30,6
"5933",58,30
"5934",66,30
"5935",39,15
"5936",34,18
"5937",19,35
"5938",43,12
"5939",65,50
"5940",27,25
"5941",36,40
"5942",60,45
"5943",25,7
"5944",43,15
"5945",19,10
"5946",55,4
"5947",56,6
"5948",61,30
"5949",50,60
"5950",57,40
"5951",52,40
"5952",65,50
"5953",64,40
"5954",79,20
"5955",23,20
"5956",43,20
"5957",66,50
"5958",40,50
"5959",43,28
"5960",65,20
"5961",53,12
"5962",37,25
"5963",36,15
"5964",55,50
"5965",56,40
"5966",42,50
"5967",62,30
"5968",52,8
"5969",57,15
"5970",58,65
"5971",62,25
"5972",49,70
"5973",52,52
"5974",50,52
"5975",49,8
"5976",60,60
"5977",55,300
"5978",43,18
"5979",50,10
"5980",70,10
"5981",38,10
"5982",51,20
"5983",51,20
"5984",17,30
"5985",55,10
"5986",51,20
"5987",30,52
"5988",54,24
"5989",64,12
"5990",46,4
"5991",71,10
"5992",46,100
"5993",50,25
"5994",39,30
"5995",61,10
"5996",53,75
"5997",65,50
"5998",60,5
"5999",61,18
"6000",67,45
"6001",62,20
"6002",46,20
"6003",47,20
"6004",62,20
"6005",26,50
"6006",27,40
"6007",45,25
"6008",80,20
"6009",48,12
"6010",54,12
"6011",60,50
"6012",65,24
"6013",54,20
"6014",47,60
"6015",62,12
"6016",46,15
"6017",58,60
"6018",59,70
"6019",64,50
"6020",60,60
"6021",56,10
"6022",46,40
"6023",40,10
"6024",16,15
"6025",65,90
"6026",49,50
"6027",56,4
"6028",62,200
"6029",49,100
"6030",59,100
"6031",59,25
"6032",32,3
"6033",63,150
"6034",52,20
"6035",48,15
"6036",52,12
"6037",62,100
"6038",43,8
"6039",58,60
"6040",36,22
"6041",23,52
"6042",64,25
"6043",56,4
"6044",62,25
"6045",64,100
"6046",66,20
"6047",47,15
"6048",59,50
"6049",67,75
"6050",68,35
"6051",47,5
"6052",52,20
"6053",75,50
"6054",34,35
"6055",46,75
"6056",54,24
"6057",48,20
"6058",48,25
"6059",49,22
"6060",66,80
"6061",60,40
"6062",69,12
"6063",71,20
"6064",46,10
"6065",57,12
"6066",75,40
"6067",60,150
"6068",84,100
"6069",52,60
"6070",28,20
"6071",35,35
"6072",73,15
"6073",30,25
"6074",59,30
"6075",72,25
"6076",59,7
"6077",66,12
"6078",50,30
"6079",68,10
"6080",27,40
"6081",61,6
"6082",65,15
"6083",66,9
"6084",60,20
"6085",53,50
"6086",74,6
"6087",52,20
"6088",31,3
"6089",75,25
"6090",65,30
"6091",39,8
"6092",58,40
"6093",54,20
"6094",63,24
"6095",58,100
"6096",54,4
"6097",65,45
"6098",52,60
"6099",58,40
"6100",50,12
"6101",65,15
"6102",51,75
"6103",35,75
"6104",70,75
"6105",24,60
"6106",57,20
"6107",29,10
"6108",26,20
"6109",54,45
"6110",77,10
"6111",43,7
"6112",55,25
"6113",69,100
"6114",51,100
"6115",45,20
"6116",53,25
"6117",65,12
"6118",67,100
"6119",63,100
"6120",52,85
"6121",64,10
"6122",79,15
"6123",44,50
"6124",36,40
"6125",56,50
"6126",27,24
"6127",37,80
"6128",46,10
"6129",50,15
"6130",57,12
"6131",49,80
"6132",41,5
"6133",55,50
"6134",47,100
"6135",20,20
"6136",50,7
"6137",31,35
"6138",49,120
"6139",66,150
"6140",63,130
"6141",74,70
"6142",52,40
"6143",66,20
"6144",61,20
"6145",29,12
"6146",77,12
"6147",47,30
"6148",54,100
"6149",62,60
"6150",60,30
"6151",74,20
"6152",63,8
"6153",60,50
"6154",45,8
"6155",52,50
"6156",35,60
"6157",66,20
"6158",58,50
"6159",66,25
"6160",68,95
"6161",52,25
"6162",43,30
"6163",38,50
"6164",17,90
"6165",18,35
"6166",58,25
"6167",32,40
"6168",25,60
"6169",47,15
"6170",63,15
"6171",61,25
"6172",39,36
"6173",47,25
"6174",60,40
"6176",36,10
"6177",41,44
"6178",57,25
"6179",35,25
"6180",75,10
"6181",47,40
"6182",50,25
"6183",44,40
"6184",41,10
"6185",66,80
"6186",21,26
"6187",60,30
"6188",52,5
"6189",51,100
"6190",73,50
"6191",63,60
"6192",60,10
"6193",44,11
"6194",82,20
"6195",58,15
"6196",65,20
"6197",37,3
"6198",65,7
"6199",69,30
"6200",53,12
"6201",62,30
"6202",59,30
"6203",55,40
"6204",54,50
"6205",54,36
"6206",51,15
"6207",52,40
"6208",68,100
"6209",51,60
"6210",78,20
"6211",62,25
"6212",73,25
"6213",26,24
"6214",76,10
"6215",30,50
"6216",22,18
"6217",49,5
"6218",45,5
"6219",48,40
"6220",62,14
"6221",54,50
"6222",58,50
"6223",50,75
"6224",51,30
"6225",54,4
"6226",47,35
"6227",66,12
"6228",36,30
"6229",59,50
"6230",67,30
"6231",71,40
"6232",57,30
"6233",21,175
"6234",35,60
"6235",26,50
"6236",60,55
"6237",63,40
"6238",25,70
"6239",55,30
"6240",44,15
"6241",53,30
"6242",49,15
"6243",28,20
"6244",29,6
"6245",52,20
"6246",50,85
"6247",51,10
"6248",42,45
"6249",58,25
"6250",65,60
"6251",47,25
"6252",73,50
"6253",56,10
"6254",34,100
"6255",64,125
"6256",55,7
"6257",38,40
"6258",73,70
"6259",58,50
"6260",59,25
"6261",49,8
"6262",80,10
"6263",51,25
"6264",31,30
"6265",45,150
"6266",52,50
"6267",32,10
"6268",61,40
"6269",18,10
"6270",76,20
"6271",20,100
"6272",90,30
"6273",66,150
"6274",69,20
"6275",30,20
"6276",71,45
"6277",52,25
"6278",45,3
"6279",65,50
"6280",78,30
"6281",44,6
"6282",69,75
"6283",57,10
"6284",43,50
"6285",31,10
"6286",24,20
"6287",35,70
"6288",72,40
"6289",56,9
"6290",47,65
"6291",43,50
"6292",62,15
"6293",56,20
"6294",64,15
"6295",53,48
"6296",33,50
"6297",59,25
"6298",46,40
"6299",34,90
"6300",64,24
"6301",22,90
"6302",22,20
"6303",61,60
"6304",57,10
"6305",66,30
"6306",66,40
"6307",24,30
"6308",75,25
"6309",65,25
"6310",73,20
"6311",46,62
"6312",54,8
"6313",63,12
"6314",66,30
"6315",50,15
"6316",46,75
"6317",44,6
"6318",62,150
"6319",66,40
"6320",29,30
"6321",69,35
"6322",66,50
"6323",70,50
"6324",80,150
"6325",44,30
"6326",48,50
"6327",57,50
"6328",61,12
"6329",60,50
"6330",37,1
"6331",18,15
"6332",51,30
"6333",66,20
"6334",61,30
"6335",16,40
"6336",62,20
"6337",44,50
"6338",65,20
"6339",45,25
"6340",57,50
"6341",51,3
"6342",35,40
"6343",35,2
"6344",29,26
"6345",28,8
"6346",78,50
"6347",48,175
"6348",56,25
"6349",69,30
"6350",30,20
"6351",25,20
"6352",47,5
"6353",74,100
"6354",22,10
"6355",64,12
"6356",71,8
"6357",24,6
"6358",64,10
"6359",65,25
"6360",35,24
"6361",42,15
"6362",63,5
"6363",52,10
"6364",45,18
"6365",46,70
"6366",58,20
"6367",61,15
"6368",17,15
"6369",66,35
"6370",63,40
"6371",45,30
"6372",58,3
"6373",55,25
"6374",28,52
"6375",77,20
"6376",66,20
"6377",71,15
"6378",66,15
"6379",28,30
"6380",61,50
"6381",63,30
"6382",44,25
"6383",53,100
"6384",70,50
"6385",69,5
"6386",65,5
"6387",55,40
"6388",27,3
"6389",23,12
"6390",75,45
"6391",42,24
"6392",59,15
"6393",62,20
"6394",42,15
"6395",56,50
"6396",57,50
"6397",54,12
"6398",50,25
"6399",52,95
"6400",54,60
"6401",57,30
"6402",18,20
"6403",39,40
"6404",44,25
"6405",64,75
"6406",46,15
"6407",56,150
"6408",65,6
"6409",52,20
"6410",72,40
"6411",64,30
"6412",63,20
"6413",64,50
"6414",52,35
"6415",74,8
"6416",67,15
"6417",56,50
"6418",53,20
"6419",49,10
"6420",67,35
"6421",45,20
"6422",47,52
"6423",61,50
"6424",60,200
"6425",56,10
"6426",57,50
"6427",61,50
"6428",64,14
"6429",22,25
"6430",46,20
"6431",65,20
"6432",42,50
"6433",64,24
"6434",55,10
"6435",55,12
"6436",54,20
"6437",54,8
"6438",66,20
"6439",26,40
"6440",74,2
"6441",67,35
"6442",44,12
"6443",62,24
"6444",64,15
"6445",52,200
"6446",34,80
"6447",63,40
"6448",59,12
"6449",19,10
"6450",76,20
"6451",55,24
"6452",59,60
"6453",66,4
"6454",18,25
"6455",65,50
"6456",57,40
"6457",27,20
"6458",45,25
"6459",44,70
"6460",78,15
"6461",52,75
"6462",70,50
"6463",70,12
"6464",64,3
"6465",61,60
"6466",23,50
"6467",70,80
"6468",67,18
"6469",42,5
"6470",44,65
"6471",67,12
"6472",59,25
"6473",63,20
"6474",53,40
"6475",46,20
"6476",49,50
"6477",74,40
"6478",57,35
"6479",48,10
"6480",72,14
"6481",54,8
"6482",42,20
"6483",57,10
"6484",51,30
"6485",27,6
"6486",80,15
"6487",71,50
"6488",61,30
"6489",50,5
"6490",74,60
"6491",69,50
"6492",49,35
"6493",54,10
"6494",21,24
"6495",80,20
"6496",24,50
"6497",60,35
"6498",52,30
"6499",51,50
"6500",27,25
"6501",59,30
"6502",64,25
"6503",58,10
"6504",33,50
"6505",37,50
"6506",41,18
"6507",52,70
"6508",55,50
"6509",70,25
"6510",77,50
"6511",58,25
"6512",31,35
"6513",36,40
"6514",56,40
"6515",31,6
"6516",60,20
"6517",64,52
"6518",66,20
"6519",58,40
"6520",16,100
"6521",46,75
"6522",51,10
"6523",57,12
"6524",31,14
"6525",57,60
"6526",65,50
"6527",49,40
"6528",53,90
"6529",61,40
"6530",67,200
"6531",55,60
"6532",54,18
"6533",59,35
"6534",23,40
"6535",52,24
"6536",64,20
"6537",32,20
"6538",64,50
"6539",72,15
"6540",37,52
"6541",25,40
"6542",66,16
"6543",60,15
"6544",59,12
"6545",58,25
"6546",52,85
"6547",57,6
"6548",60,18
"6549",34,25
"6550",68,30
"6551",50,16
"6552",62,20
"6553",55,50
"6554",80,85
"6555",20,150
"6556",41,30
"6557",59,52
"6558",67,50
"6559",63,15
"6560",68,15
"6561",64,40
"6562",26,10
"6563",48,12
"6564",32,4
"6565",20,14
"6566",61,12
"6567",44,15
"6568",56,25
"6569",47,35
"6570",57,20
"6571",68,25
"6572",49,50
"6573",33,150
"6574",44,10
"6575",67,40
"6576",54,10
"6577",44,5
"6578",67,6
"6579",59,30
"6580",56,35
"6581",57,260
"6582",26,2
"6583",55,75
"6584",51,30
"6585",57,40
"6586",28,15
"6587",74,30
"6588",68,15
"6589",74,15
"6590",68,75
"6591",57,15
"6592",35,40
"6593",65,20
"6594",72,12
"6595",67,45
"6596",66,7
"6597",52,75
"6598",67,50
"6599",40,40
"6600",43,20
"6601",54,10
"6602",41,30
"6603",44,10
"6604",67,15
"6605",69,2
"6606",71,75
"6607",56,25
"6608",63,80
"6609",50,50
"6610",51,25
"6611",54,12
"6612",80,30
"6613",56,20
"6614",24,25
"6615",24,20
"6616",56,35
"6617",39,50
"6618",72,100
"6619",28,15
"6620",60,25
"6621",33,50
"6622",19,15
"6623",78,50
"6624",39,40
"6625",45,30
"6626",55,35
"6627",61,120
"6628",66,15
"6629",59,20
"6630",69,50
"6631",49,35
"6632",54,50
"6633",51,60
"6634",63,15
"6635",78,20
"6636",59,100
"6637",48,12
"6638",56,15
"6639",59,15
"6640",34,15
"6641",56,30
"6642",82,52
"6643",35,15
"6644",66,25
"6645",72,40
"6646",38,3
"6647",75,60
"6648",70,20
"6649",57,15
"6650",61,20
"6651",53,100
"6652",26,36
"6653",29,60
"6654",34,15
"6655",66,27
"6656",47,8
"6657",49,40
"6658",62,50
"6659",64,25
"6660",55,20
"6661",62,75
"6662",21,150
"6663",70,15
"6664",64,15
"6665",29,20
"6666",47,20
"6667",55,15
"6668",60,52
"6669",22,50
"6670",61,10
"6671",64,5
"6672",37,5
"6673",59,10
"6674",63,20
"6675",25,52
"6676",37,12
"6677",54,10
"6678",42,22
"6679",52,12
"6680",32,120
"6681",88,15
"6682",76,50
"6683",32,10
"6684",66,50
"6685",49,50
"6686",56,15
"6687",49,150
"6688",50,50
"6689",45,12
"6690",54,1
"6691",43,30
"6692",20,75
"6693",59,2
"6694",70,45
"6695",32,100
"6696",62,40
"6697",55,100
"6698",47,20
"6699",68,75
"6700",49,60
"6701",70,25
"6702",69,12
"6703",50,12
"6704",68,15
"6705",28,50
"6706",49,18
"6707",38,20
"6708",53,50
"6709",52,8
"6710",54,15
"6711",26,14
"6712",20,35
"6713",35,30
"6714",68,35
"6715",50,20
"6716",62,30
"6717",57,16
"6718",27,30
"6719",62,50
"6720",27,50
"6721",85,12
"6722",27,50
"6723",59,100
"6724",43,5
"6725",66,50
"6726",66,50
"6727",62,40
"6728",69,20
"6729",63,25
"6730",22,10
"6731",52,20
"6732",56,50
"6733",53,60
"6734",53,6
"6735",39,45
"6736",26,2
"6737",67,30
"6738",58,50
"6739",67,20
"6740",65,10
"6741",68,20
"6742",79,12
"6743",54,50
"6744",55,20
"6745",52,20
"6746",34,12
"6747",62,15
"6748",53,8
"6749",78,11
"6750",47,25
"6751",53,75
"6752",57,40
"6753",73,50
"6754",42,50
"6755",57,10
"6756",42,30
"6757",74,200
"6758",66,10
"6759",65,60
"6760",77,30
"6761",70,10
"6762",39,15
"6763",54,7
"6764",73,30
"6765",57,20
"6766",66,15
"6767",51,20
"6768",50,20
"6769",38,30
"6770",45,15
"6771",66,20
"6772",36,30
"6773",31,52
"6774",46,30
"6775",49,25
"6776",48,50
"6777",58,6
"6778",54,52
"6779",31,12
"6780",43,60
"6781",55,25
"6782",57,20
"6783",52,20
"6784",57,50
"6785",52,100
"6786",26,15
"6787",62,25
"6788",73,20
"6789",55,12
"6790",40,12
"6791",48,15
"6792",69,75
"6793",54,30
"6794",28,25
"6795",80,6
"6796",42,12
"6797",44,40
"6798",64,70
"6799",30,20
"6800",52,35
"6801",51,5
"6802",63,50
"6803",56,25
"6804",67,40
"6805",26,8
"6806",43,50
"6807",56,10
"6808",61,40
"6809",52,15
"6810",29,25
"6811",51,20
"6812",60,20
"6813",26,30
"6814",60,25
"6815",61,18
"6816",76,11
"6817",58,15
"6818",40,60
"6819",45,50
"6820",42,20
"6821",52,10
"6822",65,30
"6823",61,10
"6824",34,50
"6825",52,10
"6826",36,18
"6827",27,15
"6828",36,4
"6829",46,12
"6830",37,15
"6831",44,20
"6832",35,40
"6833",32,25
"6834",72,100
"6835",34,25
"6836",24,40
"6837",28,25
"6838",37,15
"6839",20,100
"6840",69,40
"6841",57,3
"6842",64,50
"6843",78,12
"6844",67,15
"6845",52,30
"6846",59,35
"6847",70,12
"6848",68,5
"6849",34,12
"6850",44,7
"6851",48,18
"6852",46,50
"6853",51,10
"6854",43,40
"6855",50,17
"6856",67,15
"6857",48,52
"6858",50,40
"6859",67,10
"6860",57,30
"6861",62,40
"6862",56,15
"6863",33,12
"6864",63,20
"6865",69,50
"6866",68,20
"6867",52,50
"6868",43,50
"6869",25,80
"6870",23,8
"6871",57,25
"6872",72,30
"6873",58,30
"6874",56,12
"6875",40,100
"6876",55,50
"6877",58,28
"6878",53,10
"6879",55,15
"6880",53,30
"6881",54,12
"6882",24,50
"6883",61,8
"6884",31,20
"6885",54,15
"6886",61,15
"6887",74,20
"6888",59,50
"6889",69,15
"6890",61,20
"6891",35,20
"6892",68,15
"6893",71,6
"6894",54,20
"6895",30,40
"6896",58,52
"6897",61,30
"6898",62,30
"6899",53,100
"6900",69,20
"6901",22,6
"6902",28,15
"6903",59,15
"6904",64,20
"6905",44,12
"6906",79,12
"6907",72,12
"6908",41,6
"6909",53,60
"6910",16,30
"6911",26,15
"6912",55,20
"6913",47,100
"6914",51,20
"6915",67,10
"6916",71,50
"6917",24,10
"6918",66,20
"6919",37,60
"6920",51,20
"6921",61,25
"6922",67,110
"6923",44,20
"6924",68,100
"6925",73,30
"6926",59,15
"6927",80,10
"6928",54,35
"6929",67,15
"6930",62,80
"6931",72,75
"6932",60,7
"6933",54,40
"6934",60,15
"6935",21,20
"6936",69,15
"6937",73,25
"6938",58,15
"6939",52,8
"6940",25,60
"6941",75,10
"6942",64,30
"6943",65,5
"6944",50,52
"6945",58,150
"6946",69,10
"6947",54,10
"6948",58,90
"6949",36,12
"6950",53,35
"6951",63,75
"6952",38,10
"6953",22,20
"6954",54,5
"6955",21,12
"6956",49,10
"6957",51,125
"6958",29,50
"6959",68,45
"6960",54,60
"6961",57,18
"6962",58,45
"6963",65,100
"6964",57,50
"6965",61,35
"6966",25,40
"6967",49,50
"6968",45,24
"6969",56,60
"6970",40,10
"6971",58,25
"6972",63,20
"6973",62,24
"6974",46,10
"6975",42,12
"6976",48,40
"6977",56,90
"6978",54,6
"6979",39,8
"6980",51,80
"6981",25,150
"6982",65,5
"6983",54,20
"6984",54,10
"6985",53,55
"6986",40,35
"6987",59,12
"6988",58,35
"6989",36,40
"6990",34,40
"6991",64,15
"6992",73,30
"6993",52,5
"6994",48,30
"6995",16,30
"6996",47,50
"6997",21,24
"6998",32,30
"6999",55,47
"7000",69,200
"7001",59,100
"7002",32,50
"7003",52,45
"7004",60,20
"7005",73,50
"7006",50,25
"7007",48,50
"7008",44,40
"7009",74,10
"7010",61,50
"7011",63,10
"7012",61,25
"7013",57,45
"7014",67,10
"7015",66,30
"7016",60,52
"7017",83,12
"7018",74,12
"7019",59,8
"7020",59,50
"7021",28,40
"7022",54,20
"7023",53,55
"7024",23,45
"7025",22,25
"7026",58,35
"7027",25,40
"7028",54,15
"7029",49,50
"7030",58,25
"7031",58,12
"7032",30,25
"7033",63,25
"7034",70,15
"7035",38,52
"7036",39,45
"7037",66,30
"7038",65,12
"7039",60,20
"7040",58,12
"7041",52,12
"7042",65,30
"7043",54,50
"7044",55,30
"7045",52,28
"7046",35,200
"7047",49,6
"7048",61,20
"7049",43,12
"7050",47,25
"7051",61,10
"7052",52,12
"7053",20,20
"7054",23,3
"7055",49,50
"7056",33,40
"7057",41,60
"7058",86,120
"7059",61,16
"7060",72,35
"7061",47,10
"7062",57,25
"7063",82,8
"7064",54,180
"7065",61,10
"7066",64,4
"7067",67,10
"7068",27,30
"7069",66,30
"7070",52,25
"7071",50,40
"7072",63,7
"7073",49,50
"7074",74,60
"7075",67,36
"7076",58,300
"7077",65,40
"7078",82,30
"7079",44,50
"7080",69,70
"7081",26,25
"7082",71,60
"7083",16,20
"7084",69,60
"7085",55,100
"7086",44,25
"7087",66,9
"7088",57,7
"7089",68,100
"7090",54,52
"7091",57,50
"7092",26,50
"7093",48,20
"7094",66,15
"7095",64,10
"7096",43,50
"7097",39,15
"7098",56,75
"7099",58,20
"7100",16,35
"7101",36,150
"7102",73,25
"7103",66,30
"7104",31,10
"7105",53,35
"7106",40,140
"7107",62,150
"7108",58,40
"7109",54,80
