"","Fiction","Other","Romantic","Suspense"
"11733",12,4,0,11
"11734",15,2,1,8
"11735",21,0,0,1
"11736",2,2,0,1
"11737",22,0,0,0
"11738",9,3,0,55
"11739",7,0,0,0
"11740",7,0,0,0
"11741",15,2,1,5
"11742",1,0,0,1
"11744",0,1,4,1
"11745",27,1,0,1
"11746",1,0,0,0
"11747",31,2,0,52
"11748",27,0,0,31
"11749",3,1,0,0
"11750",23,1,0,30
"11751",21,1,0,8
"11752",7,1,18,7
"11753",16,4,0,14
"11754",0,2,0,0
"11755",0,0,0,3
"11756",40,2,0,6
"11757",58,5,28,72
"11758",8,4,0,4
"11759",16,1,0,16
"11760",0,1,0,0
"11761",3,1,0,23
"11762",12,5,0,4
"11763",41,6,18,44
"11764",11,1,0,0
"11765",6,0,0,1
"11766",3,5,0,10
"11767",2,0,0,1
"11768",21,2,0,3
"11769",13,0,0,9
"11770",5,0,0,0
"11771",21,3,1,31
"11772",8,0,2,8
"11773",10,0,0,2
"11774",37,3,0,2
"11775",1,0,0,0
"11776",4,1,0,3
"11777",30,3,5,1
"11778",16,1,0,1
"11779",30,2,1,33
"11780",15,1,0,1
"11781",27,2,0,48
"11782",7,1,1,77
"11783",1,1,0,0
"11784",3,0,0,0
"11785",4,0,0,7
"11786",23,1,0,3
"11787",19,1,2,7
"11788",10,0,0,1
"11790",4,5,0,0
"11791",10,0,0,0
"11792",7,1,0,2
"11793",7,0,0,0
"11794",6,0,0,0
"11795",2,6,0,1
"11796",3,1,0,3
"11797",28,1,1,33
"11798",12,1,0,76
"11799",35,2,0,21
"11800",18,2,0,4
"11801",25,0,0,2
"11802",2,0,0,0
"11803",27,2,0,2
"11804",40,5,0,43
"11805",5,2,0,4
"11806",16,1,0,3
"11808",17,4,0,1
"11809",30,0,0,1
"11811",13,3,0,12
"11812",18,5,12,41
"11813",30,1,1,31
"11814",4,0,0,1
"11815",14,2,0,8
"11816",9,0,0,0
"11817",1,1,0,1
"11818",13,1,0,26
"11819",34,3,0,0
"11820",23,0,0,1
"11821",29,4,1,24
"11822",5,2,0,0
"11823",27,1,0,11
"11824",6,2,0,14
"11825",7,0,0,0
"11826",7,1,0,3
"11827",13,3,0,4
"11828",24,1,0,7
"11829",4,0,1,0
"11830",5,0,0,0
"11831",19,2,3,27
"11832",6,0,0,0
"11833",16,2,0,0
"11834",8,0,0,0
"11835",25,5,4,73
"11836",0,0,3,6
"11837",12,1,0,12
"11838",10,4,1,9
"11839",10,2,0,24
"11840",2,3,0,0
"11841",10,0,0,13
"11842",8,0,4,8
"11843",5,1,0,0
"11844",35,2,0,22
"11845",9,3,1,5
"11846",5,3,1,0
"11847",4,1,0,0
"11848",24,1,4,87
"11850",6,1,0,1
"11851",13,3,0,28
"11852",5,0,0,0
"11853",31,1,0,4
"11854",21,1,2,3
"11856",6,4,15,10
"11857",17,5,0,7
"11858",16,1,0,9
"11859",20,1,0,18
"11860",11,4,6,9
"11861",8,1,0,1
"11862",12,0,0,0
"11863",24,2,0,6
"11864",12,0,0,0
"11865",20,0,0,2
"11866",1,0,0,2
"11867",34,7,0,30
"11868",33,0,0,46
"11869",0,1,0,0
"11870",58,7,1,22
"11871",22,2,0,10
"11872",29,6,2,12
"11873",23,0,0,0
"11874",6,0,0,3
"11875",16,0,0,2
"11876",3,1,0,1
"11877",19,2,0,1
"11878",14,0,0,8
"11879",9,1,0,4
"11880",30,3,3,25
"11881",3,1,0,6
"11882",11,1,0,8
"11883",1,0,0,0
"11884",13,4,0,80
"11885",10,2,0,2
"11886",26,5,7,57
"11887",2,1,0,0
"11888",19,6,0,7
"11889",7,0,0,1
"11890",22,2,0,0
"11891",2,2,0,8
"11892",6,1,0,3
"11893",45,3,0,14
"11894",18,1,4,54
"11895",1,3,0,2
"11896",4,0,0,33
"11897",19,2,0,5
"11898",10,3,3,12
"11899",12,0,0,6
"11900",14,0,0,1
"11901",9,0,0,0
"11902",10,1,0,6
"11903",20,0,0,4
"11904",2,0,14,0
"11906",14,3,0,16
"11907",3,1,0,0
"11908",8,0,1,9
"11909",2,2,0,1
"11910",28,9,12,65
"11911",0,4,0,9
"11912",7,0,0,0
"11913",4,0,0,0
"11914",28,1,0,4
"11915",9,0,0,6
"11916",15,0,0,3
"11917",3,4,0,43
"11918",33,2,0,7
"11922",28,1,0,9
"11923",15,1,0,32
"11924",19,2,1,17
"11925",8,2,0,0
"11926",3,1,2,6
"11927",54,4,2,77
"11928",2,1,0,5
"11929",18,0,0,5
"11930",24,4,0,17
"11932",12,0,1,1
"11933",49,2,0,2
"11934",2,0,0,5
"11935",19,2,0,16
"11936",2,2,0,1
"11937",5,0,0,11
"11938",13,2,0,0
"11940",2,0,0,0
"11942",16,2,2,17
"11943",6,1,0,4
"11944",21,2,8,15
"11945",0,0,0,1
"11946",27,1,0,7
"11947",20,0,0,9
"11949",11,3,0,31
"11950",13,1,0,15
"11951",21,3,0,34
"11953",35,6,0,57
"11954",0,1,0,1
"11955",11,0,0,1
"11956",6,1,1,57
"11957",45,6,1,52
"11958",20,1,0,4
"11959",15,2,0,0
"11960",2,1,0,0
"11961",18,1,0,69
"11962",24,1,0,3
"11963",20,0,0,0
"11964",15,0,0,1
"11965",9,1,0,4
"11966",5,0,0,0
"11967",17,4,0,14
"11968",9,2,0,4
"11969",29,2,0,1
"11970",19,0,0,3
"11971",23,1,0,24
"11972",8,0,0,0
"11973",0,2,0,3
"11974",34,1,0,4
"11975",8,2,1,10
"11976",28,1,0,7
"11977",23,2,0,0
"11978",19,0,0,10
"11979",21,0,0,0
"11980",24,3,0,12
"11981",31,1,0,16
"11982",2,1,0,3
"11983",20,2,0,13
"11984",32,3,0,33
"11985",47,5,4,18
"11986",3,0,0,0
"11987",36,4,0,52
"11988",15,4,6,49
"11989",2,0,1,1
"11990",18,1,0,4
"11991",2,4,3,0
"11992",11,1,9,56
"11993",6,1,0,1
"11994",6,1,0,0
"11996",2,1,0,0
"11997",7,3,2,6
"11998",8,0,0,5
"11999",17,2,0,3
"12000",21,1,0,4
"12001",27,5,1,46
"12003",16,0,0,8
"12004",15,2,0,28
"12005",10,0,0,6
"12006",10,2,0,11
"12007",2,0,0,0
"12008",2,0,0,0
"12010",10,0,0,12
"12011",3,0,0,0
"12012",54,3,0,10
"12013",19,6,4,38
"12015",20,1,1,20
"12016",1,0,0,4
"12017",8,2,0,35
"12018",36,1,0,5
"12019",15,1,1,50
"12020",7,2,0,20
"12021",6,2,0,0
"12022",15,3,1,5
"12024",17,1,0,0
"12025",12,1,0,0
"12026",8,4,0,2
"12027",5,1,0,0
"12028",4,2,0,1
"12029",5,2,0,18
"12030",8,0,0,0
"12031",8,1,1,12
"12032",8,1,0,1
"12033",29,1,0,2
"12034",54,7,14,132
"12035",20,3,0,8
"12036",23,1,0,1
"12037",3,3,0,50
"12038",20,2,0,0
"12039",20,1,0,0
"12041",1,3,0,4
"12042",17,1,2,16
"12043",39,3,0,19
"12044",15,3,0,3
"12045",17,0,0,0
"12046",6,0,0,5
"12047",14,1,0,8
"12048",19,1,1,43
"12049",46,2,0,4
"12050",9,3,5,22
"12051",6,4,0,0
"12052",13,5,10,17
"12053",25,1,0,6
"12054",20,0,0,0
"12055",23,0,0,42
"12056",5,0,0,0
"12057",4,0,0,0
"12058",0,3,0,0
"12059",12,0,0,2
"12060",2,1,0,4
"12061",19,1,0,1
"12062",27,3,0,25
"12063",5,0,0,0
"12064",21,3,0,2
"12065",13,0,0,11
"12066",1,0,0,10
"12067",0,3,10,0
"12068",51,4,12,152
"12069",21,9,12,32
"12070",44,3,4,42
"12071",27,1,0,0
"12072",11,1,0,0
"12073",26,1,0,3
"12074",21,1,6,38
"12075",19,2,0,3
"12076",6,1,0,0
"12077",12,1,0,11
"12079",10,0,0,7
"12080",9,0,0,0
"12081",4,3,0,0
"12082",5,1,0,28
"12083",27,2,0,0
"12084",1,0,0,2
"12085",18,6,1,10
"12086",4,0,0,21
"12087",1,5,0,16
"12088",18,1,0,7
"12089",2,3,1,10
"12090",20,1,0,1
"12091",4,0,1,3
"12093",18,2,3,19
"12094",4,1,0,5
"12095",10,1,0,2
"12096",8,4,10,5
"12097",28,4,0,9
"12098",19,0,0,2
"12099",9,0,1,3
"12100",31,0,0,0
"12101",4,0,0,4
"12102",12,3,1,37
"12103",14,0,0,3
"12104",12,1,1,5
"12105",49,2,2,23
"12106",3,0,0,1
"12107",2,1,0,0
"12108",0,1,5,0
"12109",4,0,1,1
"12111",1,1,0,18
"12112",14,3,0,2
"12113",22,1,0,6
"12114",6,0,0,0
"12115",5,0,0,3
"12116",26,2,0,9
"12117",3,0,0,1
"12118",20,4,0,8
"12119",14,0,0,32
"12120",11,1,0,4
"12121",13,0,0,0
"12122",15,2,3,31
"12123",7,0,0,0
"12124",7,0,4,27
"12125",0,0,0,3
"12126",6,4,0,0
"12127",9,0,0,17
"12128",48,3,0,45
"12129",12,0,3,12
"12130",5,1,0,0
"12131",27,1,0,1
"12132",9,1,0,0
"12133",11,0,0,8
"12134",4,4,7,0
"12135",26,2,0,32
"12136",7,0,0,4
"12137",33,1,14,52
"12138",4,0,0,0
"12139",5,7,14,9
"12140",5,0,0,6
"12141",21,2,0,7
"12142",9,1,0,0
"12143",14,1,1,0
"12144",5,5,7,26
"12145",7,0,0,0
"12146",4,1,0,4
"12147",28,0,3,28
"12148",39,0,0,8
"12149",18,1,0,0
"12150",4,1,0,1
"12151",27,2,0,6
"12152",24,2,0,12
"12153",8,1,0,0
"12154",22,3,0,53
"12155",9,1,1,13
"12156",1,1,0,2
"12157",21,1,0,11
"12158",16,2,0,16
"12159",6,1,0,1
"12160",13,2,0,1
"12161",5,0,0,9
"12162",28,2,1,63
"12163",4,1,0,0
"12164",23,2,0,18
"12165",19,2,0,0
"12166",4,0,0,2
"12167",1,0,0,4
"12168",16,0,0,1
"12169",24,1,0,9
"12170",8,2,0,1
"12171",6,1,0,1
"12172",1,0,0,0
"12173",38,1,0,4
"12174",12,2,0,2
"12175",26,1,0,17
"12176",22,1,0,1
"12177",37,2,0,7
"12178",14,2,0,6
"12179",14,3,0,5
"12180",11,1,2,0
"12181",28,3,0,2
"12182",24,0,0,10
"12183",5,0,0,0
"12184",3,1,0,7
"12185",32,1,0,0
"12186",2,2,13,0
"12187",1,0,0,2
"12188",14,4,3,42
"12189",9,4,0,4
"12190",42,2,3,51
"12191",15,9,0,8
"12192",2,0,0,0
"12193",4,0,0,2
"12194",37,8,0,51
"12195",2,1,0,1
"12196",18,2,0,1
"12197",8,1,0,1
"12198",28,6,14,5
"12199",15,1,0,4
"12201",13,1,0,4
"12202",4,2,0,8
"12203",5,1,0,1
"12204",13,5,0,14
"12205",12,0,0,0
"12207",1,1,0,3
"12208",48,6,1,52
"12209",7,6,0,2
"12210",11,2,0,4
"12211",15,1,0,0
"12212",10,1,0,4
"12213",8,0,0,0
"12214",43,4,0,14
"12215",18,2,0,5
"12216",23,7,9,29
"12217",2,0,0,0
"12218",2,0,0,0
"12219",7,0,0,0
"12220",4,6,1,4
"12221",13,1,0,1
"12222",18,2,0,3
"12223",7,0,0,1
"12224",31,0,0,18
"12225",13,1,0,11
"12226",5,1,0,10
"12227",7,3,0,5
"12228",3,0,0,0
"12229",11,3,0,13
"12230",14,1,0,12
"12233",18,0,0,0
"12234",26,2,0,18
"12235",37,3,0,4
"12236",6,1,0,17
"12237",21,1,0,1
"12238",28,7,7,32
"12239",25,1,1,44
"12240",8,1,5,23
"12241",0,2,0,2
"12242",5,1,0,0
"12243",6,0,0,12
"12244",4,1,0,1
"12245",6,0,0,4
"12246",9,1,0,1
"12247",32,2,0,13
"12248",7,0,0,0
"12249",17,4,0,6
"12250",2,7,1,4
"12251",1,0,0,0
"12252",26,4,1,0
"12253",15,1,0,4
"12254",3,1,0,1
"12255",44,1,0,28
"12256",4,0,0,1
"12257",8,0,0,2
"12258",13,0,0,5
"12259",30,2,0,8
"12260",2,0,0,2
"12261",3,0,3,7
"12262",5,0,2,5
"12263",1,3,0,0
"12264",20,1,0,2
"12265",12,0,0,0
"12266",15,1,0,14
"12267",15,1,0,0
"12268",10,0,0,4
"12269",28,3,7,7
"12270",12,2,1,8
"12271",20,4,15,32
"12272",20,3,4,39
"12273",19,3,0,3
"12274",7,3,0,5
"12275",33,0,0,6
"12276",13,1,0,4
"12277",11,1,0,0
"12278",8,1,0,0
"12280",12,1,0,3
"12281",29,3,1,49
"12282",14,7,3,19
"12283",31,0,0,13
"12284",18,0,0,0
"12285",7,2,0,25
"12286",14,5,0,7
"12287",38,2,0,4
"12288",36,1,0,7
"12289",4,1,0,14
"12290",1,1,0,0
"12291",3,1,14,12
"12292",15,3,0,4
"12293",14,1,0,21
"12294",34,1,0,11
"12295",2,0,0,0
"12296",10,2,0,27
"12297",29,3,0,2
"12298",86,12,4,88
"12299",40,1,4,42
"12300",26,1,0,26
"12301",6,0,0,3
"12302",35,6,8,134
"12303",1,3,0,9
"12304",47,5,2,15
"12305",26,0,4,31
"12306",12,0,0,3
"12307",15,5,0,10
"12308",3,0,1,6
"12309",17,0,0,4
"12310",6,1,0,5
"12311",1,0,0,0
"12312",2,4,0,1
"12313",13,1,0,3
"12314",20,3,0,1
"12315",9,4,1,11
"12316",9,0,0,8
"12317",3,2,0,0
"12318",3,0,0,0
"12319",21,2,0,18
"12320",12,2,0,4
"12321",10,0,0,2
"12322",16,3,0,18
"12323",12,4,8,26
"12324",23,3,0,4
"12325",14,2,0,1
"12326",6,1,0,14
"12327",4,2,2,8
"12328",6,1,0,1
"12329",17,3,19,77
"12330",27,3,21,41
"12331",7,2,0,5
"12332",28,2,0,1
"12333",19,0,0,39
"12334",3,1,0,3
"12335",19,2,0,9
"12336",13,2,1,0
"12337",36,3,0,32
"12338",5,3,0,33
"12339",15,0,0,0
"12340",17,2,0,9
"12341",4,4,13,5
"12342",23,3,0,1
"12343",50,3,0,11
"12344",11,0,0,22
"12345",19,2,0,6
"12346",14,1,0,0
"12347",20,3,0,6
"12348",10,4,0,9
"12349",7,1,0,4
"12350",34,4,3,34
"12351",22,1,0,6
"12352",30,1,0,2
"12353",38,3,4,46
"12354",13,0,0,1
"12355",39,4,1,1
"12356",12,0,0,0
"12357",13,2,0,1
"12358",5,0,1,21
"12359",19,0,0,2
"12360",6,0,0,0
"12361",15,0,0,11
"12362",47,3,0,8
"12363",8,0,0,2
"12364",5,0,0,24
"12365",2,3,0,11
"12367",37,2,0,1
"12368",2,4,2,2
"12369",31,2,0,6
"12370",13,1,0,2
"12371",17,1,0,12
"12372",6,0,0,8
"12373",7,1,0,0
"12374",28,2,0,42
"12375",13,0,0,0
"12376",17,2,0,8
"12377",19,2,1,8
"12378",5,1,0,2
"12379",28,0,0,2
"12380",12,4,3,10
"12381",23,1,0,28
"12382",28,1,0,17
"12383",25,1,0,16
"12384",13,4,2,26
"12385",1,0,0,6
"12386",4,0,0,3
"12387",44,0,1,7
"12388",46,5,6,16
"12390",32,4,0,15
"12391",33,0,0,0
"12392",3,3,0,7
"12393",17,0,0,5
"12394",5,1,0,0
"12395",31,2,0,4
"12396",4,0,0,0
"12397",33,3,3,29
"12398",10,7,0,3
"12399",11,5,0,30
"12400",6,2,0,2
"12401",12,3,0,1
"12402",25,1,0,32
"12403",28,3,0,10
"12404",35,2,0,0
"12405",18,0,0,0
"12406",16,5,2,113
"12407",16,1,3,5
"12408",2,0,0,0
"12409",10,4,2,8
"12410",4,2,0,0
"12411",17,0,0,57
"12413",27,4,0,38
"12414",7,0,0,12
"12415",9,2,0,4
"12416",20,1,0,2
"12417",8,0,0,1
"12418",25,1,0,7
"12419",29,0,3,13
"12420",11,0,0,1
"12421",11,1,0,21
"12422",7,2,0,1
"12423",12,5,0,2
"12424",29,0,2,3
"12425",8,0,0,5
"12426",14,1,0,3
"12427",10,4,0,19
"12428",3,0,0,0
"12429",23,0,2,0
"12431",14,1,1,15
"12432",61,3,1,2
"12433",16,4,8,6
"12434",2,1,0,3
"12435",28,1,0,5
"12436",12,1,0,1
"12437",15,1,0,5
"12438",6,0,0,0
"12439",8,0,0,0
"12440",46,3,0,46
"12441",10,2,0,4
"12442",20,0,0,19
"12443",23,1,4,14
"12444",6,1,0,6
"12445",7,0,0,1
"12446",7,0,0,21
"12447",14,3,0,2
"12448",15,1,0,15
"12449",1,4,0,0
"12450",26,0,0,51
"12451",25,5,0,1
"12452",17,1,0,1
"12453",10,3,0,4
"12454",23,1,0,7
"12455",17,2,0,0
"12456",23,2,0,6
"12457",11,1,12,37
"12458",18,0,0,10
"12459",1,0,0,2
"12460",3,1,0,8
"12461",29,3,1,0
"12462",36,2,0,1
"12463",1,2,0,0
"12464",34,1,0,1
"12465",13,3,0,33
"12466",40,1,0,19
"12467",28,1,0,17
"12468",30,1,0,6
"12469",6,0,1,41
"12470",27,3,0,5
"12472",8,0,0,4
"12474",27,0,1,64
"12475",16,0,0,3
"12476",9,0,0,0
"12477",10,1,0,3
"12479",50,5,0,44
"12480",2,2,0,0
"12481",4,0,0,0
"12482",15,1,0,5
"12483",8,2,1,1
"12484",8,0,0,0
"12485",11,2,2,4
"12486",21,2,0,1
"12487",26,3,2,38
"12488",30,1,2,8
"12489",41,2,0,15
"12490",35,1,0,2
"12491",21,3,4,30
"12492",10,2,0,7
"12493",64,6,3,17
"12494",33,0,0,25
"12495",10,1,0,1
"12496",8,1,0,7
"12497",21,2,0,0
"12498",19,2,0,26
"12499",15,2,4,3
"12500",4,1,0,0
"12501",4,0,0,0
"12502",5,0,0,0
"12503",21,3,1,3
"12504",2,0,0,3
"12505",27,3,0,1
"12506",22,0,0,4
"12507",3,2,0,5
"12508",27,4,0,49
"12509",16,0,0,0
"12510",6,0,0,5
"12511",3,1,0,1
"12513",10,4,0,0
"12514",23,1,4,6
"12515",11,1,0,0
"12516",14,1,0,0
"12517",22,1,0,4
"12518",7,3,0,0
"12519",19,1,0,25
"12520",13,1,0,0
"12521",2,2,0,17
"12522",32,1,0,3
"12523",11,3,2,41
"12524",45,1,3,28
"12525",27,5,0,12
"12526",24,0,0,0
"12527",26,1,0,0
"12528",22,4,0,1
"12529",0,1,0,0
"12530",30,1,0,4
"12531",2,0,0,9
"12532",18,2,0,1
"12533",1,0,0,0
"12534",30,2,0,18
"12535",42,3,0,3
"12536",5,1,0,0
"12537",22,0,0,0
"12538",12,0,3,1
"12540",29,1,0,51
"12541",0,0,0,12
"12542",23,0,0,1
"12543",11,3,0,13
"12544",3,1,0,24
"12545",36,0,11,75
"12546",15,0,0,57
"12547",8,0,0,0
"12548",10,0,0,2
"12549",5,1,0,3
"12550",20,2,4,14
"12551",28,2,0,11
"12552",0,4,0,0
"12553",0,1,0,0
"12554",18,0,0,2
"12555",13,0,0,14
"12556",8,2,1,22
"12557",11,5,2,6
"12558",75,3,2,37
"12559",11,1,0,1
"12560",14,3,4,51
"12561",36,3,0,30
"12563",36,1,0,4
"12564",15,1,0,20
"12565",5,1,0,0
"12566",14,0,0,19
"12567",18,3,3,33
"12568",35,4,0,2
"12569",23,1,0,5
"12570",11,1,0,0
"12571",20,3,2,32
"12572",2,0,0,3
"12573",16,1,0,3
"12574",44,0,0,19
"12575",21,0,0,6
"12576",2,0,0,5
"12577",6,2,0,29
"12578",17,1,2,8
"12579",4,0,2,16
"12580",30,3,0,3
"12581",0,1,7,10
"12582",1,0,0,0
"12583",4,0,0,2
"12584",5,1,0,0
"12585",3,0,0,0
"12586",8,2,0,3
"12587",3,0,0,0
"12588",19,1,13,13
"12589",8,0,0,8
"12590",23,3,0,11
"12591",8,1,0,5
"12592",4,0,0,0
"12593",4,2,0,15
"12594",14,5,0,9
"12595",2,1,0,2
"12596",7,0,0,4
"12597",5,1,0,3
"12598",10,1,1,3
"12599",14,0,0,11
"12600",17,3,1,3
"12601",2,1,0,4
"12602",6,1,0,4
"12603",5,1,1,5
"12604",19,2,2,48
"12605",12,1,0,4
"12606",4,1,0,14
"12607",1,0,0,0
"12608",12,0,0,7
"12609",1,1,0,0
"12610",14,0,0,4
"12611",0,1,0,1
"12612",10,1,0,1
"12613",28,3,1,1
"12614",13,6,11,40
"12615",2,1,0,0
"12616",0,1,0,2
"12617",14,1,5,23
"12618",13,1,0,0
"12619",5,1,0,5
"12620",67,1,2,30
"12621",25,5,0,46
"12622",5,0,0,3
"12623",19,1,0,15
"12624",19,0,0,33
"12626",11,1,3,11
"12627",13,0,0,27
"12628",12,4,7,2
"12629",6,2,0,0
"12630",12,2,0,1
"12631",5,0,0,5
"12632",30,2,0,13
"12633",4,0,0,2
"12634",17,2,1,0
"12635",2,0,0,0
"12636",9,0,0,1
"12637",8,1,0,0
"12638",11,5,3,72
"12639",21,1,0,1
"12640",2,0,0,6
"12641",11,0,0,3
"12642",17,1,0,7
"12643",4,0,0,49
"12644",22,2,0,5
"12645",4,2,0,3
"12646",26,0,2,19
"12647",9,1,0,0
"12648",21,2,0,6
"12649",10,1,0,0
"12650",2,0,0,0
"12651",24,3,2,27
"12652",15,5,0,4
"12654",8,1,0,9
"12655",39,5,24,31
"12656",7,1,0,7
"12657",2,1,5,16
"12658",9,1,5,0
"12659",12,1,0,1
"12660",2,0,0,1
"12661",27,1,0,10
"12662",14,0,0,8
"12663",15,4,0,13
"12664",9,2,1,1
"12665",26,3,0,19
"12666",23,1,0,0
"12667",16,0,0,0
"12668",8,1,0,1
"12669",62,3,2,9
"12670",27,2,1,27
"12671",39,3,6,44
"12672",0,1,0,0
"12673",4,1,1,0
"12674",9,1,0,0
"12675",3,0,0,0
"12676",13,2,1,46
"12677",1,0,0,3
"12678",18,4,0,8
"12679",15,3,0,32
"12680",4,0,4,3
"12681",16,0,0,1
"12682",18,4,0,4
"12683",9,1,0,1
"12684",11,0,0,0
"12685",4,1,0,0
"12686",3,0,14,21
"12687",29,5,0,7
"12688",3,0,0,4
"12689",3,2,0,0
"12690",20,0,0,11
"12691",21,2,1,21
"12692",10,0,0,0
"12693",7,0,0,1
"12694",4,3,0,3
"12695",25,3,0,0
"12696",11,5,1,83
"12697",8,4,0,1
"12698",22,2,0,3
"12699",13,4,0,9
"12700",2,3,0,1
"12701",1,1,0,2
"12702",14,1,0,7
"12703",2,4,0,2
"12704",10,2,0,4
"12705",17,5,0,33
"12706",15,0,0,1
"12707",6,1,0,0
"12708",12,1,0,18
"12709",1,0,0,20
"12710",9,1,0,1
"12711",20,0,0,3
"12712",17,0,0,18
"12713",14,1,0,0
"12714",25,4,0,4
"12715",14,1,0,34
"12716",3,0,0,8
"12717",11,2,0,0
"12718",19,2,0,1
"12719",9,1,0,1
"12720",2,0,0,0
"12721",14,0,0,0
"12722",1,0,0,0
"12724",8,1,0,0
"12726",39,3,0,22
"12727",1,0,0,1
"12728",5,1,0,3
"12729",13,0,0,0
"12730",36,1,0,6
"12731",12,0,1,6
"12732",13,5,0,10
"12733",13,3,0,4
"12734",18,0,0,0
"12735",23,2,0,8
"12736",18,0,3,11
"12737",14,1,0,0
"12739",11,3,1,11
"12740",11,3,0,12
"12741",27,3,4,17
"12742",21,3,0,6
"12743",31,3,1,36
"12744",11,2,0,12
"12745",2,0,0,0
"12746",16,3,0,17
"12747",28,2,0,1
"12748",1,2,0,5
"12749",8,2,0,19
"12750",6,0,0,0
"12751",21,1,0,0
"12752",30,1,0,28
"12753",11,0,0,8
"12754",14,2,0,2
"12755",10,1,0,8
"12756",20,1,1,30
"12757",39,4,0,36
"12758",10,1,0,15
"12759",31,6,1,38
"12760",2,0,0,1
"12761",4,0,0,4
"12762",10,0,1,8
"12763",5,1,0,1
"12764",6,0,0,2
"12765",0,1,0,2
"12766",11,1,0,0
"12767",1,3,0,0
"12768",1,0,0,0
"12769",56,1,0,23
"12770",8,4,5,36
"12771",23,0,0,0
"12772",4,0,0,0
"12773",0,0,0,36
"12774",13,1,0,0
"12775",17,0,0,0
"12776",19,3,0,6
"12777",12,1,5,18
"12778",26,3,0,0
"12779",1,1,0,0
"12780",11,1,0,2
"12781",0,3,0,0
"12782",49,4,0,21
"12783",2,0,0,1
"12784",17,2,0,28
"12785",14,2,0,2
"12786",1,4,0,0
"12787",9,3,8,22
"12788",17,1,0,2
"12789",30,1,0,0
"12790",24,3,7,12
"12791",26,3,1,10
"12792",27,2,1,6
"12793",7,1,3,8
"12794",0,1,0,2
"12796",19,1,1,17
"12797",28,1,0,0
"12798",7,3,7,21
"12799",3,0,0,0
"12800",12,4,2,28
"12801",2,2,0,0
"12802",1,1,0,0
"12803",11,2,0,0
"12804",16,0,2,82
"12805",8,0,0,9
"12806",22,2,4,24
"12807",34,1,4,32
"12808",7,0,0,10
"12809",7,0,0,5
"12811",21,0,0,5
"12812",9,1,0,4
"12813",6,0,0,7
"12814",41,1,0,4
"12815",16,1,0,0
"12816",16,2,0,11
"12817",11,1,0,0
"12819",4,0,0,0
"12820",42,2,1,5
"12821",12,1,0,2
"12822",12,5,0,4
"12823",25,2,0,1
"12824",4,5,0,0
"12825",18,0,0,10
"12826",26,7,0,34
"12827",19,7,9,35
"12828",2,0,0,0
"12829",7,3,1,10
"12830",5,1,1,4
"12831",4,0,0,0
"12832",6,2,0,2
"12833",3,1,0,1
"12834",17,7,5,41
"12835",4,3,0,1
"12836",36,0,7,74
"12837",32,0,0,37
"12838",11,1,0,8
"12839",4,4,0,0
"12840",15,0,0,0
"12841",8,5,0,5
"12842",1,4,2,4
"12843",7,4,2,3
"12844",15,5,0,6
"12845",7,0,0,0
"12846",2,0,0,10
"12847",17,1,0,5
"12848",9,2,0,3
"12849",24,2,0,3
"12850",48,3,0,0
"12851",3,0,1,8
"12852",0,0,0,1
"12853",38,9,10,15
"12854",53,6,0,7
"12855",47,1,3,46
"12856",7,0,0,4
"12857",1,1,1,1
"12858",13,0,0,0
"12859",0,5,0,1
"12860",0,3,0,0
"12861",7,1,1,9
"12862",7,1,0,12
"12863",17,0,0,4
"12864",3,4,0,0
"12865",4,0,0,1
"12866",13,0,0,3
"12867",9,1,0,1
"12868",4,0,0,1
"12869",15,3,1,30
"12870",11,4,0,21
"12871",6,1,0,0
"12872",8,6,1,0
"12875",27,1,0,17
"12876",35,5,0,8
"12877",3,0,0,2
"12878",11,4,0,2
"12879",0,0,0,13
"12880",17,2,0,0
"12881",9,1,1,0
"12882",56,2,0,10
"12883",2,1,0,8
"12884",19,1,0,18
"12885",29,3,0,16
"12886",14,1,7,27
"12887",9,0,0,0
"12888",0,1,0,1
"12889",10,1,0,0
"12890",5,3,1,10
"12891",6,1,0,1
"12892",9,0,0,1
"12893",41,3,1,11
"12894",47,2,1,42
"12895",5,1,4,2
"12896",39,2,0,17
"12897",16,0,0,7
"12898",42,4,2,23
"12900",34,1,1,11
"12901",28,1,0,4
"12902",7,0,1,1
"12903",16,1,0,4
"12904",5,0,0,0
"12905",51,3,1,18
"12906",10,1,1,1
"12907",13,0,1,8
"12908",2,2,0,2
"12909",1,0,0,0
"12910",20,0,0,11
"12911",0,1,0,0
"12912",11,0,2,14
"12913",7,0,4,25
"12914",9,1,0,20
"12915",5,0,0,0
"12916",8,1,0,0
"12917",8,0,2,5
"12918",0,1,0,6
"12919",19,1,0,3
"12920",5,2,2,7
"12921",20,3,1,15
"12922",27,5,7,39
"12923",18,1,1,13
"12924",6,1,0,0
"12925",2,1,0,4
"12926",22,1,0,2
"12927",5,1,0,0
"12928",18,1,0,8
"12929",8,0,0,0
"12930",16,0,0,3
"12931",1,0,0,0
"12932",14,2,3,10
"12933",18,0,0,0
"12934",16,2,0,0
"12935",13,1,0,6
"12936",0,2,0,13
"12937",18,1,0,0
"12938",24,4,20,34
"12939",39,2,0,0
"12940",1,0,0,0
"12941",31,0,0,2
"12942",10,0,0,6
"12943",2,3,0,14
"12944",31,4,0,25
"12945",0,1,0,0
"12946",42,2,0,14
