"","Fiction","Other","Romantic","Suspense"
"6741",6,3,0,14
"6742",11,1,0,15
"6743",9,0,0,0
"6744",5,1,0,0
"6745",11,1,0,0
"6746",30,1,0,14
"6747",2,1,0,6
"6748",4,0,0,0
"6749",11,0,0,1
"6750",28,2,0,1
"6751",11,1,0,7
"6752",9,1,0,1
"6753",0,1,0,0
"6754",9,1,0,0
"6755",7,0,0,0
"6756",13,6,0,12
"6757",19,0,0,2
"6758",21,2,0,6
"6759",11,0,0,0
"6760",24,0,0,2
"6761",12,3,15,23
"6762",23,4,0,0
"6763",25,3,0,42
"6764",52,1,0,59
"6765",5,2,0,5
"6767",1,0,0,0
"6768",1,1,6,21
"6769",17,3,0,4
"6771",7,0,0,2
"6772",1,1,0,1
"6773",4,0,0,0
"6774",1,0,0,0
"6775",7,3,0,2
"6776",10,1,0,4
"6777",28,5,0,34
"6778",10,2,0,0
"6779",7,0,0,0
"6780",13,5,0,8
"6781",14,1,0,0
"6783",23,1,0,24
"6784",2,3,0,0
"6785",13,0,0,9
"6786",11,2,2,23
"6787",17,3,0,9
"6788",9,2,2,2
"6789",5,0,0,0
"6790",4,0,0,0
"6791",5,0,0,26
"6792",20,2,0,1
"6793",30,1,0,19
"6794",19,3,0,5
"6795",25,1,0,1
"6796",0,0,0,5
"6797",25,1,0,16
"6798",2,0,0,0
"6799",34,4,0,4
"6800",3,1,0,0
"6801",12,0,0,0
"6802",5,1,0,0
"6803",23,2,0,5
"6804",25,3,0,1
"6805",41,1,1,4
"6806",46,3,1,15
"6807",8,6,0,6
"6809",28,2,0,11
"6810",17,2,12,37
"6811",1,0,0,0
"6812",33,0,2,29
"6813",4,0,0,1
"6814",39,1,1,30
"6815",7,0,2,41
"6817",19,1,0,0
"6820",29,1,0,5
"6821",3,0,0,2
"6822",10,2,1,2
"6823",2,0,0,0
"6825",20,3,0,18
"6826",3,0,0,0
"6827",6,0,0,0
"6828",11,0,0,1
"6829",35,1,0,4
"6830",41,4,0,17
"6831",19,2,0,16
"6832",27,2,0,7
"6833",2,1,0,0
"6834",7,0,1,21
"6835",11,1,0,1
"6836",4,0,1,2
"6838",12,1,0,0
"6839",1,0,0,2
"6840",5,2,0,1
"6841",2,0,0,0
"6842",17,1,0,0
"6843",3,0,0,0
"6844",9,1,0,2
"6845",5,1,4,3
"6846",11,3,0,1
"6847",49,10,11,28
"6848",3,1,0,1
"6849",4,0,0,0
"6850",12,1,2,1
"6851",14,0,0,1
"6852",1,0,0,0
"6853",18,0,0,3
"6854",2,2,0,1
"6855",5,0,0,3
"6856",48,5,5,45
"6857",14,0,0,6
"6858",10,2,0,2
"6859",19,3,1,16
"6860",18,1,0,3
"6861",13,2,0,7
"6862",23,0,0,52
"6863",0,1,0,6
"6864",8,3,0,4
"6865",6,2,0,29
"6866",2,0,0,24
"6867",16,0,0,0
"6868",9,0,0,1
"6869",17,0,0,6
"6870",45,0,3,4
"6871",29,2,0,1
"6872",8,1,0,0
"6873",14,1,2,4
"6874",6,1,0,6
"6875",2,2,3,15
"6876",13,1,0,7
"6877",3,0,0,3
"6878",18,3,0,21
"6879",4,1,0,3
"6880",25,1,0,8
"6881",27,2,0,10
"6882",16,3,2,13
"6883",3,1,0,0
"6884",0,1,0,3
"6885",8,4,0,17
"6886",8,0,0,0
"6887",27,0,0,0
"6888",23,0,0,3
"6889",25,1,2,12
"6890",15,0,0,19
"6891",9,1,2,3
"6892",11,2,0,3
"6893",15,1,0,1
"6894",8,0,0,0
"6895",10,0,0,12
"6896",16,1,0,19
"6897",1,2,0,0
"6898",3,0,0,0
"6899",9,0,0,0
"6900",28,0,0,4
"6901",9,1,0,1
"6902",1,4,0,0
"6903",20,1,8,3
"6904",17,3,0,6
"6905",4,1,0,14
"6906",3,1,0,0
"6907",5,2,0,1
"6908",11,1,0,10
"6909",3,1,1,3
"6910",25,1,0,13
"6911",0,0,0,1
"6912",12,0,0,13
"6913",19,1,0,1
"6914",29,1,0,35
"6915",4,0,0,1
"6916",1,1,0,5
"6917",5,0,0,1
"6918",4,0,0,8
"6919",2,0,0,0
"6920",26,2,1,1
"6921",14,0,0,0
"6922",15,3,0,2
"6923",13,0,0,0
"6924",1,0,0,3
"6925",22,2,0,4
"6926",1,0,0,2
"6927",9,0,0,4
"6929",5,1,0,30
"6930",29,6,0,11
"6931",3,1,0,2
"6932",5,2,0,3
"6933",14,1,0,18
"6934",13,0,0,2
"6935",4,0,2,22
"6936",17,2,0,3
"6937",25,0,0,12
"6938",22,1,0,8
"6939",30,0,0,0
"6941",9,1,0,7
"6942",2,1,0,5
"6943",13,1,0,8
"6944",39,2,0,4
"6945",17,0,0,0
"6946",34,5,7,34
"6947",0,4,0,1
"6948",35,5,0,0
"6949",7,1,0,1
"6950",22,2,1,2
"6951",23,2,0,0
"6953",8,1,0,7
"6954",22,0,2,31
"6955",22,4,1,36
"6956",19,1,0,29
"6957",4,2,0,0
"6958",2,4,0,1
"6959",7,1,0,2
"6960",0,2,0,1
"6961",3,1,0,0
"6962",3,1,0,1
"6963",11,1,0,1
"6964",29,1,0,16
"6965",10,2,2,17
"6966",24,1,0,0
"6967",11,4,0,20
"6968",18,0,1,21
"6969",34,2,0,3
"6970",20,1,1,2
"6971",10,2,1,31
"6972",6,1,0,2
"6973",7,0,0,0
"6974",7,4,0,62
"6975",9,1,0,11
"6976",28,4,1,4
"6977",22,1,0,4
"6978",27,4,0,0
"6979",13,1,0,16
"6980",4,4,1,2
"6981",15,1,0,1
"6982",5,1,0,4
"6983",12,2,0,6
"6984",5,0,0,0
"6985",14,0,0,3
"6986",5,0,0,1
"6987",3,0,0,0
"6988",21,4,0,14
"6989",4,1,0,1
"6990",10,0,0,0
"6991",22,1,2,23
"6992",18,1,0,64
"6993",7,1,0,0
"6994",2,0,0,0
"6995",4,0,0,1
"6996",6,0,0,0
"6997",8,0,0,6
"6998",8,5,8,23
"6999",22,0,0,19
"7000",14,1,0,3
"7001",1,0,0,4
"7003",39,2,0,6
"7004",24,2,0,17
"7005",9,1,0,41
"7007",3,1,0,9
"7008",34,1,0,0
"7009",19,3,0,51
"7010",2,1,0,2
"7011",6,1,0,0
"7012",24,1,0,27
"7013",14,2,0,2
"7014",1,0,0,0
"7015",11,1,0,1
"7016",38,2,1,8
"7017",27,1,0,10
"7018",3,0,0,1
"7019",29,1,0,0
"7020",1,0,0,7
"7021",25,2,0,18
"7023",0,0,0,13
"7024",14,0,0,31
"7025",13,2,0,15
"7026",13,1,0,7
"7027",17,0,0,0
"7028",10,0,0,4
"7029",16,1,0,1
"7031",2,3,2,6
"7032",4,2,0,2
"7033",9,1,0,13
"7034",7,4,10,0
"7035",19,0,0,0
"7036",58,5,0,0
"7037",11,1,0,1
"7038",0,1,0,14
"7039",33,2,13,63
"7040",3,0,0,43
"7041",63,7,6,2
"7042",42,4,1,11
"7043",10,1,0,0
"7044",0,0,0,7
"7045",14,1,0,9
"7046",13,2,0,25
"7047",13,0,0,0
"7048",24,0,0,0
"7049",4,2,0,0
"7050",33,0,0,39
"7051",22,2,0,15
"7053",0,0,0,3
"7054",0,1,0,8
"7055",24,2,1,5
"7056",4,2,0,1
"7057",2,1,0,0
"7058",12,2,0,0
"7060",12,0,0,0
"7061",0,5,1,14
"7062",8,2,0,16
"7063",22,1,0,8
"7064",4,1,0,4
"7065",14,5,0,61
"7066",16,3,0,7
"7067",12,0,0,3
"7068",6,1,0,50
"7069",8,2,3,41
"7070",25,1,4,4
"7071",5,0,3,1
"7072",20,3,0,2
"7073",9,1,0,0
"7074",21,0,0,3
"7075",14,1,0,2
"7076",16,3,0,9
"7077",11,2,0,27
"7079",17,0,0,0
"7080",24,3,2,27
"7081",8,2,0,3
"7082",10,1,0,0
"7083",56,5,1,13
"7084",20,0,0,6
"7085",26,1,0,9
"7086",14,3,0,9
"7089",24,3,0,7
"7090",37,1,1,16
"7091",47,1,0,5
"7093",15,0,0,10
"7094",17,1,2,24
"7095",9,0,0,2
"7096",4,0,0,0
"7097",6,0,0,0
"7098",20,1,0,6
"7099",27,3,0,3
"7101",17,3,0,50
"7102",15,1,0,2
"7103",17,1,0,6
"7104",1,1,0,5
"7105",3,2,0,0
"7107",2,0,0,1
"7108",36,4,0,29
"7109",6,4,0,11
"7110",22,6,0,2
"7111",0,2,0,0
"7112",17,1,0,4
"7113",9,1,0,4
"7114",2,0,0,0
"7115",9,2,0,2
"7116",17,0,0,2
"7118",15,0,0,27
"7119",13,3,2,23
"7120",38,1,5,77
"7121",9,0,0,10
"7122",6,1,0,2
"7123",27,1,0,3
"7124",39,3,0,7
"7125",25,3,0,0
"7126",48,2,0,34
"7127",2,0,0,41
"7128",8,3,0,0
"7129",7,1,0,4
"7130",17,1,0,2
"7131",14,2,0,2
"7132",11,0,0,1
"7133",4,1,0,1
"7134",12,0,0,5
"7135",2,4,1,0
"7136",5,1,0,0
"7137",1,1,2,7
"7138",14,3,1,49
"7139",20,1,0,5
"7140",6,0,0,24
"7141",18,1,0,0
"7142",40,1,1,7
"7143",13,0,0,3
"7144",18,3,1,0
"7145",10,0,0,4
"7146",9,2,0,5
"7147",21,1,0,13
"7149",8,0,0,0
"7150",15,0,0,1
"7151",18,0,0,0
"7152",11,5,0,1
"7153",25,3,0,9
"7155",24,4,1,36
"7156",38,3,5,19
"7157",12,1,0,1
"7158",37,2,0,1
"7159",5,2,0,8
"7160",0,1,0,0
"7161",26,5,3,39
"7162",55,2,0,14
"7163",14,1,0,0
"7164",21,3,0,11
"7165",2,1,1,4
"7166",18,0,0,23
"7167",37,5,0,8
"7168",19,2,0,8
"7170",8,0,0,2
"7171",20,6,0,17
"7172",17,3,1,24
"7173",7,1,3,35
"7174",54,4,8,7
"7175",10,5,13,31
"7176",31,0,0,4
"7177",12,0,0,33
"7178",18,1,0,1
"7179",5,1,0,1
"7181",27,0,1,95
"7182",6,1,0,28
"7183",2,4,7,2
"7184",6,0,0,0
"7185",11,1,0,0
"7186",4,2,0,2
"7187",1,1,0,5
"7188",19,3,0,4
"7189",40,2,1,95
"7190",0,1,0,1
"7191",24,2,0,0
"7192",50,3,0,16
"7193",7,0,0,0
"7195",12,0,0,9
"7196",24,3,0,12
"7197",7,1,0,0
"7198",44,1,1,3
"7199",34,1,0,4
"7200",8,1,0,0
"7201",8,4,1,12
"7202",1,1,0,0
"7203",1,3,0,5
"7204",7,1,0,4
"7205",5,1,0,4
"7206",57,5,7,24
"7207",16,0,0,2
"7208",13,1,0,6
"7209",18,1,1,3
"7210",16,2,0,2
"7211",8,2,0,13
"7213",9,1,11,59
"7214",7,2,0,3
"7215",6,0,0,1
"7216",2,0,0,1
"7217",40,2,0,16
"7218",30,2,0,0
"7219",25,3,4,80
"7220",10,2,0,2
"7221",4,1,0,0
"7222",0,0,0,1
"7223",5,1,0,0
"7224",13,2,0,4
"7225",10,2,0,4
"7226",9,2,0,2
"7227",2,0,0,0
"7228",14,1,0,8
"7229",27,1,0,6
"7230",49,5,12,90
"7231",0,3,0,1
"7232",10,2,0,10
"7233",4,0,0,10
"7234",2,0,1,0
"7235",17,1,0,0
"7236",45,0,3,16
"7237",19,0,0,33
"7238",17,1,0,11
"7239",45,2,0,28
"7240",21,2,0,0
"7241",25,2,0,33
"7242",2,0,0,1
"7243",9,0,0,0
"7244",18,0,0,1
"7245",56,7,1,41
"7246",28,5,1,6
"7247",25,0,0,6
"7248",14,0,0,3
"7249",31,5,0,6
"7251",20,2,2,25
"7252",17,1,0,4
"7253",23,1,0,0
"7254",38,2,0,7
"7255",8,0,1,26
"7256",22,0,0,16
"7257",18,0,0,7
"7258",11,0,0,0
"7259",20,2,0,8
"7260",8,1,0,11
"7261",4,7,0,2
"7262",26,0,4,13
"7263",6,1,0,0
"7264",10,1,0,2
"7265",15,0,0,11
"7267",7,0,0,6
"7268",1,0,0,23
"7269",31,0,3,77
"7270",22,3,0,5
"7271",16,0,0,2
"7272",9,0,0,4
"7273",3,0,0,0
"7274",7,2,0,17
"7275",28,2,0,3
"7276",24,1,2,45
"7277",4,1,0,3
"7278",4,0,0,3
"7279",14,0,0,1
"7280",30,4,0,29
"7281",30,3,0,5
"7282",12,0,0,0
"7283",2,0,0,0
"7284",7,1,0,4
"7285",20,1,0,12
"7286",9,3,0,0
"7287",25,2,1,10
"7288",9,1,0,6
"7289",16,1,0,2
"7290",29,3,1,5
"7291",1,0,13,22
"7293",16,0,0,44
"7294",15,0,1,11
"7295",5,0,0,6
"7296",8,1,0,4
"7297",45,5,5,43
"7298",9,1,0,4
"7299",21,3,0,1
"7300",0,1,0,2
"7301",0,2,0,0
"7302",11,3,0,4
"7303",14,0,0,5
"7304",27,4,0,19
"7305",3,1,0,29
"7306",35,5,17,43
"7307",8,0,0,0
"7308",13,2,0,5
"7309",3,1,0,0
"7311",10,4,0,5
"7312",18,3,0,18
"7313",5,1,0,0
"7314",2,0,0,0
"7315",6,1,0,3
"7316",2,0,0,0
"7317",30,0,1,13
"7318",22,1,0,8
"7320",7,1,0,4
"7321",11,4,5,21
"7322",29,1,2,25
"7323",2,0,4,4
"7324",24,3,4,28
"7325",0,1,0,0
"7326",11,0,0,0
"7327",15,2,4,12
"7328",18,1,0,0
"7329",10,0,1,4
"7330",10,1,0,11
"7332",14,0,0,7
"7333",25,5,11,20
"7334",22,0,0,10
"7335",10,3,0,2
"7336",6,0,0,4
"7337",1,1,0,36
"7339",2,0,0,1
"7340",7,0,0,11
"7341",0,1,0,0
"7342",19,2,0,0
"7343",6,1,0,3
"7344",3,2,0,1
"7345",19,1,0,7
"7346",9,4,5,23
"7347",1,0,0,0
"7348",22,1,0,12
"7349",21,0,0,0
"7350",4,2,0,0
"7351",26,1,2,74
"7352",1,1,0,0
"7353",16,2,0,6
"7354",33,0,0,5
"7355",6,1,0,23
"7356",18,1,1,23
"7357",12,0,0,28
"7358",21,1,0,7
"7359",16,1,0,3
"7361",51,1,0,58
"7362",44,0,3,39
"7363",17,4,0,13
"7364",12,0,0,19
"7365",7,1,0,0
"7366",5,2,0,1
"7367",17,2,0,19
"7368",45,4,3,60
"7369",5,2,0,3
"7370",18,2,0,0
"7372",28,3,1,41
"7373",6,2,0,5
"7374",17,2,0,0
"7375",11,2,0,1
"7376",1,0,0,0
"7377",16,3,16,31
"7378",18,1,4,29
"7379",50,3,0,4
"7380",12,0,1,24
"7382",1,3,0,1
"7383",6,4,0,1
"7384",12,0,0,0
"7385",24,2,0,2
"7386",0,6,2,21
"7387",22,0,0,1
"7388",8,1,0,2
"7389",2,0,0,2
"7390",0,2,2,0
"7391",12,0,0,0
"7392",0,2,0,0
"7393",11,1,0,10
"7394",58,3,7,100
"7395",13,0,0,0
"7396",25,0,0,39
"7397",31,5,4,65
"7398",5,0,0,0
"7399",54,2,0,64
"7400",7,0,0,0
"7401",42,3,0,10
"7402",6,0,1,20
"7403",24,2,0,46
"7404",13,3,2,31
"7405",8,0,2,0
"7406",13,0,0,5
"7407",0,1,0,3
"7408",4,0,0,0
"7409",9,0,0,2
"7410",20,3,0,0
"7411",7,0,0,14
"7412",0,0,0,1
"7413",18,3,0,67
"7414",8,0,0,7
"7415",7,0,3,0
"7416",35,4,1,15
"7417",16,0,0,3
"7418",4,0,0,0
"7419",11,1,1,22
"7420",22,2,0,0
"7421",10,2,0,2
"7422",7,2,0,0
"7423",5,4,0,2
"7425",23,2,0,4
"7426",6,2,0,0
"7427",10,4,0,51
"7428",13,1,0,0
"7429",17,3,0,11
"7430",3,1,0,0
"7431",0,0,0,4
"7432",18,0,0,4
"7433",5,0,0,5
"7434",26,1,1,0
"7435",4,0,0,7
"7436",4,2,0,12
"7437",30,2,0,32
"7438",20,0,0,2
"7439",21,2,0,10
"7440",7,1,0,4
"7441",3,0,0,0
"7442",25,3,9,46
"7443",23,1,2,45
"7444",18,1,0,9
"7445",3,1,0,1
"7447",4,1,2,12
"7448",16,0,1,4
"7449",16,0,0,12
"7450",8,0,0,6
"7451",8,0,0,3
"7452",5,0,0,3
"7453",28,5,0,13
"7454",5,1,0,4
"7455",23,4,0,10
"7456",6,1,0,0
"7457",9,1,0,5
"7459",22,1,0,1
"7460",14,1,0,17
"7461",6,1,0,0
"7462",0,1,0,1
"7463",7,0,0,13
"7464",24,0,2,15
"7465",16,0,0,4
"7466",7,0,1,1
"7467",10,2,0,1
"7468",10,2,1,10
"7469",1,1,0,3
"7470",32,0,0,42
"7471",20,0,0,20
"7472",47,2,0,9
"7473",31,1,0,16
"7474",9,0,0,0
"7475",0,1,0,0
"7476",3,1,0,3
"7477",16,0,0,72
"7478",15,5,0,14
"7479",17,0,0,16
"7480",22,2,0,0
"7481",45,0,1,6
"7482",10,1,1,19
"7483",15,2,0,16
"7484",6,0,0,3
"7485",2,5,0,0
"7486",3,0,0,24
"7487",12,9,5,35
"7488",18,2,11,37
"7489",2,1,0,7
"7490",11,0,0,19
"7491",12,2,4,7
"7493",30,4,0,3
"7494",9,1,0,0
"7495",21,0,0,0
"7496",44,5,0,3
"7497",33,3,2,97
"7498",43,2,1,10
"7499",9,4,1,4
"7500",3,0,0,0
"7501",29,0,0,0
"7502",24,5,7,81
"7503",13,0,0,88
"7504",37,2,0,4
"7505",15,2,0,0
"7506",3,0,0,1
"7507",27,1,0,1
"7508",9,1,0,46
"7509",11,0,0,3
"7510",7,6,0,12
"7511",15,0,0,26
"7512",28,2,0,1
"7513",7,1,0,6
"7514",54,3,1,25
"7515",10,0,0,4
"7516",11,1,0,5
"7517",9,3,1,52
"7518",17,0,0,0
"7519",2,1,0,27
"7520",2,0,0,13
"7521",3,1,0,28
"7522",11,1,0,5
"7523",32,6,0,5
"7524",0,1,0,16
"7525",2,0,0,34
"7526",19,2,0,3
"7527",0,1,0,15
"7528",13,3,0,5
"7529",15,2,0,17
"7530",4,2,0,3
"7531",49,3,0,42
"7532",6,0,0,1
"7534",14,0,1,39
"7535",26,0,0,1
"7536",4,0,0,0
"7537",43,4,5,30
"7538",5,0,0,2
"7539",7,0,0,15
"7540",2,0,0,0
"7541",32,2,1,7
"7542",27,1,0,23
"7543",9,0,0,9
"7544",11,1,0,2
"7545",19,2,0,1
"7546",21,2,3,8
"7547",17,1,0,5
"7548",13,5,6,18
"7549",29,0,0,9
"7550",13,1,0,1
"7551",4,0,0,7
"7553",3,1,0,5
"7554",13,2,0,7
"7555",31,0,1,41
"7556",32,4,0,28
"7557",3,0,0,6
"7559",43,0,0,18
"7560",13,0,0,20
"7561",10,3,0,5
"7562",36,0,3,6
"7563",21,4,2,20
"7564",1,1,1,19
"7565",0,0,0,2
"7566",14,5,12,3
"7567",22,2,1,28
"7568",16,2,0,14
"7569",3,3,0,9
"7570",16,3,0,6
"7571",7,1,0,14
"7572",3,0,0,0
"7574",31,3,3,51
"7575",10,1,0,4
"7576",7,0,0,0
"7577",28,0,0,6
"7578",22,3,0,7
"7579",15,6,0,0
"7580",15,1,1,6
"7581",18,1,0,0
"7582",19,1,0,19
"7583",45,3,0,11
"7584",5,0,0,0
"7585",14,1,0,14
"7586",18,2,3,15
"7587",16,1,0,30
"7588",1,4,0,1
"7590",31,1,0,25
"7591",20,0,0,0
"7592",12,4,3,42
"7593",11,1,0,61
"7594",12,1,0,8
"7595",13,2,0,0
"7596",3,4,0,0
"7597",24,1,0,0
"7598",0,0,0,1
"7599",4,1,0,5
"7600",20,0,0,24
"7601",1,1,0,2
"7602",20,6,0,39
"7603",8,1,0,0
"7604",33,5,0,12
"7606",2,1,0,1
"7607",14,5,20,33
"7608",35,5,0,40
"7609",2,3,2,0
"7610",19,2,0,5
"7611",25,0,0,14
"7612",11,1,0,1
"7613",36,1,0,0
"7614",10,1,1,8
"7615",2,0,0,0
"7616",35,1,0,10
"7617",12,2,7,58
"7618",24,1,0,15
"7619",11,1,0,13
"7620",3,0,0,34
"7621",6,1,2,43
"7622",19,0,0,1
"7623",26,2,1,2
"7624",21,2,0,2
"7625",4,1,0,4
"7626",12,1,0,2
"7627",13,2,0,23
"7629",3,1,0,3
"7630",22,1,0,6
"7631",55,4,0,15
"7632",4,1,0,1
"7633",15,0,0,1
"7634",1,0,2,13
"7635",11,1,0,21
"7636",9,2,0,25
"7637",20,0,13,78
"7638",50,4,0,69
"7639",26,1,0,22
"7640",19,2,3,25
"7641",14,1,0,2
"7642",2,1,0,9
"7643",37,0,2,14
"7644",7,0,1,4
"7645",7,2,0,2
"7646",20,1,3,6
"7647",4,0,1,24
"7649",10,0,0,1
"7650",5,2,0,0
"7651",15,0,0,5
"7652",38,10,25,58
"7653",23,1,0,15
"7654",10,0,0,5
"7655",19,1,0,38
"7656",1,1,0,0
"7657",5,0,0,14
"7658",3,1,0,0
"7659",9,1,0,2
"7660",2,0,0,0
"7662",0,1,0,0
"7663",2,1,0,0
"7664",14,1,3,1
"7665",5,1,0,2
"7666",21,0,0,1
"7667",16,0,0,1
"7668",11,2,0,0
"7669",2,0,0,7
"7670",27,3,0,9
"7671",6,0,0,25
"7672",7,2,0,0
"7673",4,0,0,0
"7674",30,3,0,13
"7675",4,1,0,1
"7676",0,3,0,3
"7677",35,4,0,4
"7678",30,1,2,5
"7679",3,0,0,0
"7680",8,1,5,95
"7681",3,0,0,4
"7682",2,0,0,0
"7683",31,0,0,9
"7684",24,2,0,1
"7685",12,2,0,6
"7686",14,0,0,7
"7687",43,2,0,8
"7688",10,1,0,16
"7689",11,0,0,0
"7690",5,4,0,5
"7691",12,0,0,0
"7692",1,0,0,0
"7693",45,4,3,17
"7694",11,1,0,0
"7695",21,5,0,11
"7696",11,1,5,28
"7697",31,2,0,18
"7698",9,0,0,4
"7699",3,1,0,4
"7700",32,1,0,2
"7701",5,1,0,3
"7702",31,0,0,10
"7703",8,2,0,2
"7704",7,1,0,34
"7705",18,2,0,8
"7706",15,1,0,3
"7707",47,0,0,5
"7708",33,0,0,37
"7709",20,0,0,17
"7710",3,2,0,12
"7711",39,1,0,4
"7712",2,0,0,4
"7713",31,0,0,3
"7714",38,4,0,11
"7715",1,2,0,20
"7716",6,0,0,3
"7717",4,1,0,1
"7718",10,0,0,3
"7720",8,2,2,0
"7721",5,1,0,4
"7722",10,0,0,1
"7723",36,3,0,36
"7724",17,0,0,4
"7725",11,1,0,21
"7726",9,2,0,0
"7727",14,3,0,3
"7728",1,0,0,0
"7729",3,0,0,3
"7730",2,0,0,0
"7731",18,2,0,2
"7732",8,0,0,1
"7733",34,1,0,4
"7734",9,1,1,5
"7735",3,2,0,5
"7736",8,1,0,2
"7737",36,2,0,1
"7738",20,2,0,3
"7739",5,0,0,0
"7741",34,2,0,44
"7742",15,1,0,10
"7743",1,2,0,0
"7744",8,1,0,1
"7745",3,3,0,16
"7746",21,1,0,3
"7747",19,4,7,43
"7748",16,0,0,4
"7749",29,2,0,17
"7750",2,0,0,0
"7751",12,1,0,22
"7752",8,5,6,4
"7753",44,3,3,41
"7754",38,0,4,61
"7755",5,0,0,0
"7756",12,0,0,0
"7757",14,0,0,16
"7758",20,1,0,42
"7760",23,3,1,13
"7761",34,3,0,0
"7762",3,0,0,5
"7763",24,2,0,13
"7764",9,0,0,4
"7765",1,1,0,0
"7766",11,1,12,9
"7767",28,1,0,5
"7768",2,2,0,5
"7769",9,1,0,7
"7770",1,0,0,0
"7771",38,4,0,28
"7772",12,1,0,0
"7773",5,2,0,9
"7774",12,1,0,2
"7775",18,2,1,36
"7776",5,4,3,5
"7778",12,1,0,16
"7779",24,1,0,1
"7780",3,3,0,20
"7781",4,2,0,1
"7782",8,0,0,2
"7783",15,1,0,3
"7784",6,1,0,0
"7785",6,1,0,3
"7786",5,1,1,9
"7787",33,0,0,45
"7788",9,4,0,19
"7789",2,0,0,0
"7790",3,0,0,3
"7791",42,2,0,49
"7792",34,1,0,2
"7793",36,2,0,34
"7794",3,1,0,17
"7795",77,7,0,3
"7796",7,0,0,0
"7797",16,1,0,0
"7798",18,1,0,0
"7799",0,0,1,1
"7800",11,0,0,0
"7801",25,0,0,5
"7802",12,0,0,1
"7803",25,3,1,2
"7804",3,0,0,1
"7805",13,1,0,6
"7806",23,4,7,15
"7807",29,2,0,4
"7808",38,1,0,4
"7809",7,0,0,1
"7810",15,3,1,28
"7811",6,1,0,3
"7812",3,3,0,6
"7813",16,0,0,0
"7814",7,1,0,0
"7815",1,1,0,0
"7816",10,0,0,8
"7817",11,2,0,1
"7818",39,0,0,6
"7819",22,2,0,40
"7820",4,1,0,0
"7821",15,2,0,1
"7822",34,2,0,14
"7823",0,1,0,0
"7824",5,0,0,0
"7825",30,2,1,45
"7826",7,1,1,9
"7827",12,0,0,17
"7828",17,3,0,7
"7829",3,2,0,2
"7830",1,0,0,0
"7831",18,1,9,91
"7832",29,0,0,9
"7834",5,1,0,5
"7835",11,0,0,9
"7836",7,3,0,1
"7837",19,1,4,23
"7838",16,1,0,26
"7839",20,0,0,40
"7840",8,0,0,4
"7841",30,4,0,22
"7842",32,6,7,13
"7843",38,1,0,5
"7844",17,0,0,5
"7845",12,2,0,1
"7846",6,2,0,1
"7847",4,1,0,3
"7848",6,1,0,6
"7849",21,1,0,3
"7850",27,3,19,43
"7851",14,0,0,10
"7852",2,1,0,22
"7853",15,1,0,6
"7855",1,3,0,9
"7856",15,3,1,8
"7858",6,3,5,25
"7859",37,6,10,27
"7860",4,3,5,10
"7861",6,1,0,17
"7862",3,0,0,0
"7863",55,3,0,5
"7864",12,1,0,1
"7865",29,2,0,11
"7866",17,0,0,24
"7867",10,2,0,0
"7868",31,1,0,0
"7869",17,0,0,0
"7870",1,5,0,0
"7871",4,1,0,4
"7872",16,0,0,1
"7873",1,0,0,18
"7874",8,3,1,6
"7875",5,3,1,4
"7876",44,3,0,55
"7877",2,1,2,0
"7878",21,1,0,15
"7879",20,1,0,14
"7880",6,0,1,8
"7881",33,1,2,12
"7882",39,1,0,0
"7883",5,1,0,2
"7884",35,1,0,10
"7885",13,0,1,73
"7886",12,2,0,12
"7887",15,1,0,18
"7888",3,1,0,9
"7889",7,1,0,3
"7890",18,1,0,0
"7891",2,1,0,4
"7892",14,1,1,5
"7893",9,0,0,25
"7894",4,0,0,0
"7895",14,0,0,44
"7896",10,1,7,37
"7897",5,1,0,0
"7898",12,0,0,3
"7899",35,0,0,12
"7900",24,4,1,6
"7901",24,1,0,4
"7902",10,4,7,55
"7903",26,0,1,17
"7904",27,1,0,10
"7905",26,1,0,32
"7906",15,0,0,0
"7908",32,1,0,6
"7909",0,1,0,5
"7910",11,1,0,1
"7911",1,0,0,13
"7912",9,0,0,0
"7913",34,7,1,38
"7914",24,3,0,11
"7915",42,3,0,36
"7916",29,0,1,3
"7917",4,0,5,27
"7918",18,1,0,0
"7919",3,4,0,2
"7920",24,2,1,15
"7921",5,2,0,27
"7922",26,2,0,4
"7923",30,2,1,14
"7924",4,1,0,0
"7925",11,0,0,6
"7926",8,1,0,16
"7928",43,4,1,8
"7929",8,2,0,22
"7930",6,1,0,7
"7931",29,1,0,39
"7932",18,4,0,42
"7933",8,1,0,5
"7934",18,1,1,1
"7935",17,1,9,16
"7936",3,0,0,0
"7937",7,0,0,12
"7938",9,1,0,2
"7940",19,0,0,4
"7941",40,3,0,9
"7942",17,1,0,35
"7943",0,1,0,17
"7944",21,2,0,0
"7945",14,0,0,1
"7946",24,0,0,7
"7947",5,0,0,2
"7949",7,2,0,33
"7950",29,2,0,9
"7951",8,1,0,0
"7952",22,2,0,5
"7953",3,0,0,0
"7954",16,3,0,19
"7955",34,3,3,70
"7956",1,0,0,1
"7957",3,1,0,0
"7958",1,1,0,3
"7959",20,1,1,4
"7960",5,6,0,6
"7961",16,5,2,11
"7962",15,5,0,16
"7966",19,4,1,29
"7967",6,2,0,0
"7968",3,1,0,11
"7969",6,1,0,3
"7970",11,2,0,18
"7971",18,1,0,0
"7972",6,4,5,25
